Token Id,ImageUrl,Name,Background,Chain Accessory,Lapel Pin,Anarchist,Head,Rank Insignia,Shirt,Suit,Tie,Vest,Pocket Square,Space Helmet Lining,Space Helmet Symbols,Space Helmet Reflection,Tie Clip,Gas Mask Breather,Gas Mask Eyepiece,Gas Mask Head Piece,Gas Mask Secondary Color,Hat Card,Hat Feathers,Background,Chain Accessory,Lapel Pin,Anarchist,Head,Rank Insignia,Shirt,Suit,Tie,Vest,Pocket Square,Space Helmet Lining,Space Helmet Symbols,Space Helmet Reflection,Tie Clip,Gas Mask Breather,Gas Mask Eyepiece,Gas Mask Head Piece,Gas Mask Secondary Color,Hat Card,Hat Feathers,Score,Top,Rank
2458,https://d1mx8bduarpf8s.cloudfront.net/QmdNQSJdDnjD1TskwtXxddLere2r5Szk14YE28uATQAypX,Anarchist #2458,Spotlight,Extinction Silver,Shade Gold Pin,Invisible,Black Bowler Hat,Sergeant,Black,Bright Orange Narrow Collar,Black Necktie,Charcoal Doublebreasted,None,None,None,None,None,None,None,None,None,Ace of Diamonds,Orange Feather,23.68%,24.44%,1.92%,21.16%,1.00%,15.28%,15.12%,1.64%,9.40%,5.56%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.16%,0.60%,535.82,1.76%,44
883,https://d1mx8bduarpf8s.cloudfront.net/QmWNBNS6uwza3gE57SqXfSwpcJhnua5X5SawjMkiydusDT,Anarchist #883,Wanted,Anarchy Silver,Skull Astronaut Silver Pin,Invisible,Grey Bowler Hat,Corporal,Navy Blue,Navy Blue Peaked Collar,Purple Necktie,Black Doublebreasted,Black,None,None,None,None,None,None,None,None,Ace of Diamonds,Yellow Fanned Feather,7.08%,25.68%,1.56%,21.16%,0.96%,19.56%,16.72%,3.32%,8.48%,5.48%,12.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.16%,0.60%,535.37,1.80%,45
58,https://d1mx8bduarpf8s.cloudfront.net/QmZm6qmz6fX9mFgkVkW7fjQjJAW7rvefmaLJ6UjiMJDcSB,Anarchist #58,White Smoke,Extinction Gold,Astroport Gold Pin,None,Grey Trillby Hat,Specialist,Charcoal,Grey Narrow Collar,None,White Singlebreasted,Navy Blue,None,None,None,None,None,None,None,None,None,3 Brown Feathers,11.00%,4.72%,2.08%,2.24%,0.40%,7.20%,17.64%,3.44%,20.12%,5.32%,13.08%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,96.76%,1.48%,534.05,1.84%,46
692,https://d1mx8bduarpf8s.cloudfront.net/QmcAitFoVVuoYVHaZfWA3mRJKkVdNK2yoboLWLNbYVVN4V,Anarchist #692,Venus,None,Canadian Flag Gold Pin,Invisible,Grey Bowler Hat,None,White,Black Peaked Collar,Black Bowtie,None,Purple,None,None,None,None,None,None,None,None,Ace of Hearts,Yellow Fanned Feather,3.72%,39.60%,1.48%,21.16%,0.96%,27.68%,16.68%,3.20%,7.88%,30.24%,12.32%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.28%,0.60%,528.05,1.88%,47
2292,https://d1mx8bduarpf8s.cloudfront.net/QmP5t7Cxfo6kXaAvNDNRoeXfePs7rWYmToe8mD7CrCEfhX,Anarchist #2292,White Smoke,Anarchy Silver,Osmosis Silver Pin,Revivalist,Black Gas Mask,Specialist,Charcoal,Burgundy Paisley Peaked Collar,Hong Kong Protest Bowtie,Black Singlebreasted,None,None,None,None,None,Silver Triangle,Silver Beveled Double Lens,Gold Bullets,Orange,None,None,11.00%,25.68%,2.56%,38.36%,17.36%,7.20%,17.64%,0.52%,0.92%,5.56%,37.80%,61.76%,61.76%,61.76%,78.44%,2.64%,3.20%,2.52%,11.36%,96.76%,96.32%,527.43,1.92%,48
834,https://d1mx8bduarpf8s.cloudfront.net/QmTUZi82ZAv32sf8PDZd6BfsxhEoetQXuiWr1BNY4bJYyE,Anarchist #834,Spotlight,Anarchy Silver,LGBT Gold Pin,Invisible,Navy Blue Bowler Hat,Private,Black,Grey Dapper Narrow Collar,Red Bowtie,Grey Doublebreasted,None,None,None,None,None,None,None,None,None,Ace of Spades,None,23.68%,25.68%,2.00%,21.16%,1.24%,24.08%,15.12%,1.00%,7.92%,6.88%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,0.44%,96.32%,524.79,1.96%,49
2385,https://d1mx8bduarpf8s.cloudfront.net/QmaY9f4ZW4zr6cvnT91sUCXVySC6t2ZJzNtgHyauSdKxep,Anarchist #2385,White Smoke,Anarchy Silver,Shade Silver Pin,Invisible,Black Bowler Hat,None,Charcoal,Black Narrow Collar,None,Burgundy Doublebreasted,None,None,None,None,None,None,None,None,None,Ace of Clubs,None,11.00%,25.68%,2.16%,21.16%,1.00%,27.68%,17.64%,3.52%,20.12%,6.04%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,0.36%,96.32%,517.10,2.00%,50
2008,https://d1mx8bduarpf8s.cloudfront.net/Qmf3ouxQbAbLBngZGARiDFVmHN6BB1oPUrjrnfMrzHNNq9,Anarchist #2008,Saturn,Anarchy Silver,Secret Silver Pin,Invisible,Burgundy Bowler Hat,Corporal,Grey,Black Grey Gradient Peaked Collar,Purple Bowtie,Navy Blue Doublebreasted,Black,None,None,None,None,None,None,None,None,None,3 Brown Feathers,1.56%,25.68%,2.20%,21.16%,0.88%,19.56%,15.92%,0.64%,9.16%,5.64%,12.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,96.76%,1.48%,516.93,2.04%,51
1637,https://d1mx8bduarpf8s.cloudfront.net/QmQhjYCraGYdJqRvuPPAw69uUEmjZGC9359evd5voE9qa8,Anarchist #1637,Yellow Smoke,Anarchy Silver,Anchor Protocol Gold Pin,Invisible,Burgundy Bowler Hat,None,Grey,Grey Dapper Peaked Collar,Purple Bowtie,None,None,None,None,None,None,None,None,None,None,Ace of Hearts,3 Striped Feathers,11.84%,25.68%,1.48%,21.16%,0.88%,27.68%,15.92%,1.00%,9.16%,30.24%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.28%,1.00%,515.57,2.08%,52
948,https://d1mx8bduarpf8s.cloudfront.net/QmegfUvqmGyULAdR8PUKbw5xQcMTXKGqbiMeVyWMtdY7j1,Anarchist #948,Spotlight,None,Cronos Gold Pin,Invisible,Grey Flatcap Hat,Private First Class,Burgundy,Black Grey Gradient Peaked Collar,Hong Kong Protest Bowtie,Black Doublebreasted,Purple,None,None,None,None,None,None,None,None,None,None,23.68%,39.60%,1.68%,21.16%,0.92%,4.24%,17.88%,0.64%,0.92%,5.48%,12.32%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,96.76%,96.32%,514.67,2.12%,53
999,https://d1mx8bduarpf8s.cloudfront.net/QmQjAa7Xpg7hFAziSSkGgq7gBEmmkMRZ797tXeCSAhDn7B,Anarchist #999,Venus,Extinction Silver,Akash Gold Pin,Invisible,Navy Blue Bowler Hat,Private,Burgundy,Charcoal Plaid Peaked Collar,Hong Kong Protest Necktie,White Doublebreasted,Red,None,None,None,None,None,None,None,None,Ace of Hearts,Orange Feather,3.72%,24.44%,1.52%,21.16%,1.24%,24.08%,17.88%,4.04%,8.12%,5.80%,11.84%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.28%,0.60%,511.84,2.16%,54
77,https://d1mx8bduarpf8s.cloudfront.net/Qma8LrZXaWFLDcxaMbKAKxCSw3wFpsF5iC2JeZKLug517t,Anarchist #77,Bulletholes,None,Sentinel Silver Pin,Invisible,Grey Bowler Hat,Private First Class,Charcoal,Black Word Wide Collar,Red Bowtie,Black Doublebreasted,White,None,None,None,None,None,None,None,None,None,Yellow Fanned Feather,8.24%,39.60%,2.56%,21.16%,0.96%,4.24%,17.64%,1.00%,7.92%,5.48%,12.16%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,96.76%,0.60%,511.08,2.20%,55
2027,https://d1mx8bduarpf8s.cloudfront.net/QmYpDnXZBcJJU3YGk8wi1xLJReA8doHCJauYGFTNrAdHh1,Anarchist #2027,White Smoke,Anarchy Silver,Shade Gold Pin,Invisible,Charcoal Bowler Hat,None,Navy Blue,Gold Paisley Narrow Collar,Navy Blue Bowtie,Navy Blue Singlebreasted,Red,None,None,None,None,None,None,None,None,None,Yellow Fanned Feather,11.00%,25.68%,1.92%,21.16%,0.84%,27.68%,16.72%,1.08%,8.28%,5.48%,11.84%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,96.76%,0.60%,509.91,2.24%,56
2111,https://d1mx8bduarpf8s.cloudfront.net/QmUysyCFwYEDfNzpBwksJx2GmUdCkDtD2BPTnK9WYJoQ5F,Anarchist #2111,White Smoke,Anarchy Gold,Anchor Protocol Silver Pin,Cosmonaut,Gold Space Helmet,Private First Class,Charcoal,Burgundy Paisley Wide Collar,Hong Kong Protest Bowtie,Burgundy Singlebreasted,Purple,Black,Anarchy,Separation of Stars,None,None,None,None,None,None,None,11.00%,5.52%,2.96%,38.24%,2.28%,4.24%,17.64%,0.56%,0.92%,6.24%,12.32%,15.76%,3.28%,6.84%,78.44%,61.64%,61.64%,70.64%,61.64%,96.76%,96.32%,509.21,2.28%,57
1687,https://d1mx8bduarpf8s.cloudfront.net/QmcFsjyyZ4fkjHETdTcQtQPxKcD69Z7Y2afGbCnAuuz19K,Anarchist #1687,Bulletholes,Anarchy Silver,Terra Gold Pin,None,Navy Blue Trillby Hat,None,Charcoal,Bright Orange Narrow Collar,Cosmos Necktie,Grey Doublebreasted,White,None,None,None,Gold,None,None,None,None,Ace of Diamonds,None,8.24%,25.68%,3.16%,2.24%,0.60%,27.68%,17.64%,1.64%,2.16%,6.88%,12.16%,61.76%,61.76%,61.76%,9.24%,61.64%,61.64%,70.64%,61.64%,1.16%,96.32%,507.50,2.32%,58
2160,https://d1mx8bduarpf8s.cloudfront.net/QmNr1FPt4BcrwJy2RnQi2sEqtDF5oWw2vAz5YynQTBMGPX,Anarchist #2160,Red Smoke,Extinction Silver,Osmosis Silver Pin,Invisible,Navy Blue Bowler Hat,Sergeant,Navy Blue,Grey Peaked Collar,Red Bowtie,None,White,None,None,None,None,None,None,None,None,Ace of Spades,3 Brown Feathers,11.52%,24.44%,2.56%,21.16%,1.24%,15.28%,16.72%,3.88%,7.92%,30.24%,12.16%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,0.44%,1.48%,506.92,2.36%,59
1767,https://d1mx8bduarpf8s.cloudfront.net/QmfBFqZYvpeGf7oB2vfCeLhi7KLRbuLoQGZ8ukwY3GWjKa,Anarchist #1767,Spotlight,None,Anchor Protocol Silver Pin,Invisible,Grey Bowler Hat,Corporal,Burgundy,Blue Plaid Wide Collar,Red Bowtie,Charcoal Singlebreasted,None,None,None,None,None,None,None,None,None,Ace of Hearts,3 Striped Feathers,23.68%,39.60%,2.96%,21.16%,0.96%,19.56%,17.88%,0.84%,7.92%,5.60%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.28%,1.00%,502.85,2.40%,60
1482,https://d1mx8bduarpf8s.cloudfront.net/QmTPFBBbSTpo11pwzdYipgLQGpyzPpp1pTkUC97DB5GBoB,Anarchist #1482,Saturn,Anarchy Silver,Terra Silver Pin,None,Charcoal Trillby Hat,None,Burgundy,Grey Narrow Collar,Black Necktie,Burgundy Doublebreasted,None,None,None,None,Silver,None,None,None,None,None,3 Brown Feathers,1.56%,25.68%,3.96%,2.24%,0.48%,27.68%,17.88%,3.44%,9.40%,6.04%,37.80%,61.76%,61.76%,61.76%,12.32%,61.64%,61.64%,70.64%,61.64%,96.76%,1.48%,502.20,2.44%,61
2295,https://d1mx8bduarpf8s.cloudfront.net/QmRFqjNYgPDHMceP93YtwNdqhG5mgt6oa8dJdpwceB8UEE,Anarchist #2295,Earth,Extinction Silver,Skull Astronaut Gold Pin,Invisible,Navy Blue Bowler Hat,Sergeant,Grey,Charcoal Plaid Peaked Collar,Purple Necktie,Burgundy Doublebreasted,Black,None,None,None,Gold,None,None,None,None,Ace of Hearts,Yellow Fanned Feather,6.08%,24.44%,1.84%,21.16%,1.24%,15.28%,15.92%,4.04%,8.48%,6.04%,12.80%,61.76%,61.76%,61.76%,9.24%,61.64%,61.64%,70.64%,61.64%,1.28%,0.60%,500.75,2.48%,62
1227,https://d1mx8bduarpf8s.cloudfront.net/QmdLwKXr3kLXQYL9wLoA6MH6U4mY4vMcCcRJbCmY8dz818,Anarchist #1227,Red Smoke,Anarchy Silver,Terra Silver Pin,None,Burgundy Trillby Hat,Corporal,Black,Blue Green Gradient Narrow Collar,Red Necktie,White Singlebreasted,None,None,None,None,None,None,None,None,None,Ace of Diamonds,None,11.52%,25.68%,3.96%,2.24%,0.60%,19.56%,15.12%,0.96%,7.92%,5.32%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.16%,96.32%,498.76,2.52%,63
706,https://d1mx8bduarpf8s.cloudfront.net/Qmdwrhqwandb7b3XRqk7VQPYLeXi85WPYvhDj8Lq5WdWmo,Anarchist #706,Moon,None,Stargaze Gold Pin,None,Charcoal Trillby Hat,None,Grey,Burgundy Wide Collar,Black Necktie,Burgundy Doublebreasted,Red,None,None,None,None,None,None,None,None,None,3 Brown Feathers,6.20%,39.60%,1.36%,2.24%,0.48%,27.68%,15.92%,3.80%,9.40%,6.04%,11.84%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,96.76%,1.48%,498.03,2.56%,64
395,https://d1mx8bduarpf8s.cloudfront.net/QmYi6dEspo4MnGnrwjtSHdxPhv2fC4LwMrLeD91VXhaH5A,Anarchist #395,Yellow Smoke,Anarchy Silver,Anchor Protocol Gold Pin,Revivalist,Black Gas Mask,None,Black,Burgundy Paisley Wide Collar,Hong Kong Protest Bowtie,None,White,None,None,None,None,Black Circle,Bronze Beveled Double Lens,Black Bullets,Green,None,None,11.84%,25.68%,1.48%,38.36%,17.36%,27.68%,15.12%,0.56%,0.92%,30.24%,12.16%,61.76%,61.76%,61.76%,78.44%,2.16%,5.64%,4.64%,14.96%,96.76%,96.32%,497.77,2.60%,65
756,https://d1mx8bduarpf8s.cloudfront.net/QmX8Uxr3GXqayRwCrMwGDste8BtfguVQdD9Vg5ZNKDWgRK,Anarchist #756,Spotlight,None,Secret Silver Pin,None,Grey Trillby Hat,None,Charcoal,Grey Narrow Collar,Purple Bowtie,Black Singlebreasted,None,None,None,None,None,None,None,None,None,None,3 Brown Feathers,23.68%,39.60%,2.20%,2.24%,0.40%,27.68%,17.64%,3.44%,9.16%,5.56%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,96.76%,1.48%,497.76,2.64%,66
2341,https://d1mx8bduarpf8s.cloudfront.net/QmWck8wABBUj2bwdnmmZigVfXTDu6oy1tQNoGeufpXe88w,Anarchist #2341,Moon,Anarchy Silver,Secret Silver Pin,Invisible,Black Bowler Hat,Private,White,Navy Blue Narrow Collar,None,White Doublebreasted,Purple,None,None,None,None,None,None,None,None,Ace of Hearts,Orange Feather,6.20%,25.68%,2.20%,21.16%,1.00%,24.08%,16.68%,3.60%,20.12%,5.80%,12.32%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.28%,0.60%,495.66,2.68%,67
1867,https://d1mx8bduarpf8s.cloudfront.net/QmamEPpHWiAA1Ee5XFdz6v71bNjjxjaG4ZyxWr7QYrCoCV,Anarchist #1867,Jupiter,Extinction Silver,Cronos Silver Pin,None,Burgundy Trillby Hat,None,Burgundy,Charcoal Plaid Narrow Collar,Black Necktie,Navy Blue Singlebreasted,Navy Blue,None,None,None,None,None,None,None,None,Ace of Hearts,None,3.56%,24.44%,3.36%,2.24%,0.60%,27.68%,17.88%,1.28%,9.40%,5.48%,13.08%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.28%,96.32%,488.69,2.72%,68
1478,https://d1mx8bduarpf8s.cloudfront.net/QmcuLFgEwMj9GwAEeC4pcRrj8oUSGG83422qdN5qBnL4zc,Anarchist #1478,Moon,Anarchy Gold,Cronos Silver Pin,None,Charcoal Trillby Hat,Sergeant,Charcoal,Grey Wide Collar,Purple Necktie,Burgundy Doublebreasted,None,None,None,None,None,None,None,None,None,Ace of Hearts,None,6.20%,5.52%,3.36%,2.24%,0.48%,15.28%,17.64%,2.84%,8.48%,6.04%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.28%,96.32%,486.98,2.76%,69
1337,https://d1mx8bduarpf8s.cloudfront.net/QmSQzwQSHKYkVhYKTZ88XT7qQuHV4LmrLeAbn4CU5aWphY,Anarchist #1337,Spotlight,Anarchy Silver,Terra Gold Pin,None,Burgundy Trillby Hat,None,Grey,Burgundy Narrow Collar,Purple Bowtie,White Singlebreasted,None,None,None,None,None,None,None,None,None,Ace of Diamonds,3 Brown Feathers,23.68%,25.68%,3.16%,2.24%,0.60%,27.68%,15.92%,3.72%,9.16%,5.32%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.16%,1.48%,486.40,2.80%,70
2053,https://d1mx8bduarpf8s.cloudfront.net/QmPWENibp3iQssz2ZCrDcEJYWmuiaNfvdup9F8qPGfY34u,Anarchist #2053,Earth,Anarchy Silver,Hero Silver Pin,Invisible,Navy Blue Bowler Hat,None,Navy Blue,Burgundy Paisley Peaked Collar,Navy Blue Bowtie,None,None,None,None,None,None,None,None,None,None,Ace of Diamonds,None,6.08%,25.68%,1.72%,21.16%,1.24%,27.68%,16.72%,0.52%,8.28%,30.24%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.16%,96.32%,483.44,2.84%,71
2013,https://d1mx8bduarpf8s.cloudfront.net/QmSz2g1NKqKCCcFWxeGBLEbeY2kfMXbwgXUTcERetX5dfU,Anarchist #2013,Spotlight,None,Hellcat Silver Pin,Revivalist,Black Gas Mask,Corporal,Grey,Burgundy Paisley Wide Collar,Navy Blue Necktie,None,Navy Blue,None,None,None,Silver,Black Square,Black Single Lens,Gold Horns,Red,None,None,23.68%,39.60%,1.60%,38.36%,17.36%,19.56%,15.92%,0.56%,7.92%,30.24%,13.08%,61.76%,61.76%,61.76%,12.32%,2.28%,2.52%,1.52%,3.80%,96.76%,96.32%,481.85,2.88%,72
424,https://d1mx8bduarpf8s.cloudfront.net/QmYGDf3xcvJAS15bHpbRyxG95j21VKYd4imzPvxoMMsHBQ,Anarchist #424,Venus,Anarchy Silver,Sentinel Silver Pin,Invisible,Navy Blue Bowler Hat,Specialist,Grey,Charcoal Wide Collar,Purple Bowtie,Black Singlebreasted,None,None,None,None,None,None,None,None,None,Ace of Spades,None,3.72%,25.68%,2.56%,21.16%,1.24%,7.20%,15.92%,3.20%,9.16%,5.56%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,0.44%,96.32%,478.90,2.92%,73
1212,https://d1mx8bduarpf8s.cloudfront.net/Qmaq91G1c45F1ZPkqBLBytSBKasLSKeX1ST249BnwUcJbp,Anarchist #1212,Moon,Anarchy Silver,Akash Gold Pin,Invisible,Charcoal Bowler Hat,None,Grey,Black Wide Collar,Purple Necktie,Navy Blue Doublebreasted,None,None,None,None,None,None,None,None,None,Ace of Hearts,3 Striped Feathers,6.20%,25.68%,1.52%,21.16%,0.84%,27.68%,15.92%,2.92%,8.48%,5.64%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.28%,1.00%,476.44,2.96%,74
2480,https://d1mx8bduarpf8s.cloudfront.net/QmagNGfzE9wVWWZFTcgBkpMDiqoMzQDEzP71XgtuSTaENK,Anarchist #2480,Spotlight,Anarchy Silver,Cronos Silver Pin,None,Charcoal Trillby Hat,Corporal,White,Burgundy Peaked Collar,Black Necktie,White Singlebreasted,None,None,None,None,None,None,None,None,None,None,3 Striped Feathers,23.68%,25.68%,3.36%,2.24%,0.48%,19.56%,16.68%,3.48%,9.40%,5.32%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,96.76%,1.00%,476.23,3.00%,75
1524,https://d1mx8bduarpf8s.cloudfront.net/QmYFcngBN35ox2HpFmoz4ytieb9CWfAjmHmb9ApV84brqP,Anarchist #1524,White Smoke,Anarchy Gold,Chihuahua Gold Pin,Invisible,Black Bowler Hat,Corporal,Charcoal,Bright Orange Peaked Collar,Navy Blue Necktie,Charcoal Singlebreasted,Black,None,None,None,Gold,None,None,None,None,Ace of Hearts,3 Striped Feathers,11.00%,5.52%,1.56%,21.16%,1.00%,19.56%,17.64%,3.52%,7.92%,5.60%,12.80%,61.76%,61.76%,61.76%,9.24%,61.64%,61.64%,70.64%,61.64%,1.28%,1.00%,473.61,3.04%,76
664,https://d1mx8bduarpf8s.cloudfront.net/QmVp4XFPhxtRtuxdTsL6QeECQr5XPGdnKzwDcgmc2PiNoA,Anarchist #664,Moon,Extinction Gold,LGBT Gold Pin,Invisible,Burgundy Bowler Hat,None,Grey,Black Narrow Collar,Red Bowtie,Black Doublebreasted,Black,None,None,None,None,None,None,None,None,Ace of Hearts,3 Striped Feathers,6.20%,4.72%,2.00%,21.16%,0.88%,27.68%,15.92%,3.52%,7.92%,5.48%,12.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.28%,1.00%,473.21,3.08%,77
1994,https://d1mx8bduarpf8s.cloudfront.net/QmTBNHBquVDuLqkdVp2uMnuCGzJEYk5dMdhdPVjgZLZeQh,Anarchist #1994,Moon,None,Cronos Silver Pin,None,Charcoal Trillby Hat,Specialist,Charcoal,Black Grey Gradient Narrow Collar,Red Bowtie,None,Navy Blue,None,None,None,None,None,None,None,None,Ace of Diamonds,None,6.20%,39.60%,3.36%,2.24%,0.48%,7.20%,17.64%,3.60%,7.92%,30.24%,13.08%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.16%,96.32%,471.97,3.12%,78
397,https://d1mx8bduarpf8s.cloudfront.net/QmZZjiBjuzpNdnJcGU5u78PMYNRUZ5gghnH9eCXvgFjSzL,Anarchist #397,Red Smoke,Extinction Silver,Random Earth Silver Pin,Invisible,Grey Bowler Hat,None,Charcoal,Black Narrow Collar,Black Necktie,Grey Singlebreasted,None,None,None,None,None,None,None,None,None,Ace of Spades,None,11.52%,24.44%,2.44%,21.16%,0.96%,27.68%,17.64%,3.52%,9.40%,6.16%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,0.44%,96.32%,470.58,3.16%,79
2072,https://d1mx8bduarpf8s.cloudfront.net/QmcumcgwUGLZ3G16kNcavUE8yoXq2weLaskRNFy21p8rqK,Anarchist #2072,Red Smoke,Anarchy Silver,Akash Gold Pin,Invisible,Burgundy Bowler Hat,None,Navy Blue,Black Grey Gradient Narrow Collar,Red Necktie,Grey Singlebreasted,Red,None,None,None,Silver,None,None,None,None,Ace of Hearts,3 Striped Feathers,11.52%,25.68%,1.52%,21.16%,0.88%,27.68%,16.72%,3.60%,7.92%,6.16%,11.84%,61.76%,61.76%,61.76%,12.32%,61.64%,61.64%,70.64%,61.64%,1.28%,1.00%,468.79,3.20%,80
1396,https://d1mx8bduarpf8s.cloudfront.net/QmSgtfhu8ZvyBnQLtYLWUm1ByY1jx5m332BwwSZ7bJAuFQ,Anarchist #1396,White Smoke,Anarchy Silver,None,Invisible,Burgundy Bowler Hat,Command Sergeant Major,Black,Orange Grey Gradient Wide Collar,Hong Kong Protest Necktie,Charcoal Doublebreasted,None,None,None,None,None,None,None,None,None,Ace of Diamonds,None,11.00%,25.68%,7.28%,21.16%,0.88%,1.96%,15.12%,0.76%,8.12%,5.56%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.16%,96.32%,466.90,3.24%,81
783,https://d1mx8bduarpf8s.cloudfront.net/QmekCTn8r5m6RFhu4fLxCduoes2f2hGGxwJaf9rbGYdkwv,Anarchist #783,Mars,Extinction Silver,Astroport Gold Pin,Invisible,Grey Bowler Hat,None,Navy Blue,Techno Color Narrow Collar,None,Grey Doublebreasted,None,None,None,None,None,None,None,None,None,Ace of Diamonds,3 Brown Feathers,5.48%,24.44%,2.08%,21.16%,0.96%,27.68%,16.72%,1.12%,20.12%,6.88%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.16%,1.48%,466.53,3.28%,82
1147,https://d1mx8bduarpf8s.cloudfront.net/QmQRFHDWrgry4noDUkjgga6aDaVp1dsBjApNti8bN6L7cS,Anarchist #1147,Wanted,None,Cosmos Gold Pin,Invisible,Black Bowler Hat,Specialist,Black,Black Peaked Collar,Purple Necktie,White Doublebreasted,Black,None,None,None,Silver,None,None,None,None,Ace of Hearts,3 Striped Feathers,7.08%,39.60%,1.72%,21.16%,1.00%,7.20%,15.12%,3.20%,8.48%,5.80%,12.80%,61.76%,61.76%,61.76%,12.32%,61.64%,61.64%,70.64%,61.64%,1.28%,1.00%,465.50,3.32%,83
2434,https://d1mx8bduarpf8s.cloudfront.net/QmaTnG4Mtakj8PF4zBuNQa74M8JSkxZg5Kcu4tEoEesRBA,Anarchist #2434,Spotlight,Anarchy Silver,Anchor Protocol Gold Pin,Invisible,Black Bowler Hat,Private,Black,Blue Gradient Narrow Collar,Hong Kong Protest Necktie,Navy Blue Singlebreasted,None,None,None,None,None,None,None,None,None,Ace of Diamonds,3 Brown Feathers,23.68%,25.68%,1.48%,21.16%,1.00%,24.08%,15.12%,1.36%,8.12%,5.48%,37.80%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,1.16%,1.48%,464.10,3.36%,84
1576,https://d1mx8bduarpf8s.cloudfront.net/QmawYNE2Gke9vnT8ZGHtkt4i6c41B5ekfLpazRyPeW5xLK,Anarchist #1576,Red Smoke,None,Astroport Gold Pin,Invisible,Charcoal Bowler Hat,Corporal,Burgundy,Blue Plaid Peaked Collar,Purple Bowtie,None,Purple,None,None,None,None,None,None,None,None,None,3 Brown Feathers,11.52%,39.60%,2.08%,21.16%,0.84%,19.56%,17.88%,0.60%,9.16%,30.24%,12.32%,61.76%,61.76%,61.76%,78.44%,61.64%,61.64%,70.64%,61.64%,96.76%,1.48%,463.79,3.40%,85
200,https://d1mx8bduarpf8s.cloudfront.net/QmYHno4kBjaFehkcsrxaAihN84FpXDD1xABa3G81eAznN8,Anarchist #200,Earth,Extinction Gold,Cosmos Gold Pin,None,Burgundy Trillby Hat,Corporal,White,Grey Wide Collar,Red Necktie,None,None,None,None,None,Gold,None,None,None,None,None,3 Brown Feathers,6.08%,4.72%,1.72%,2.24%,0.60%,19.56%,16.68%,2.84%,7.92%,30.24%,37.80%,61.76%,61.76%,61.76%,9.24%,61.64%,61.64%,70.64%,61.64%,96.76%,1.48%,462.54,3.44%,86
