SP Number,ImageUrl,Name,Background,Skull,Eyes,Clothes,Headwear,Accessory,Background,Skull,Eyes,Clothes,Headwear,Accessory,Price,Price USD,Score,Top,Rank
4431,https://d1mx8bduarpf8s.cloudfront.net/QmUcGfn5c23g1wdLL1crRQCQYZPb64A4uopUDAaznME4EN,Skeleton Punk #4431,Mystical Desert,Icy,Monocle,Prophet's Robe,Emerald Crown,Silver Earring,4.17,14.08,0.73,2.09,1.13,13.72,  ,0,311.86927026066,1.64%,83
1068,https://d1mx8bduarpf8s.cloudfront.net/QmYAsMC9CTAdnkQY73b2izYnrQUHuQAmPtCLVg15f6H35m,Skeleton Punk #1068,Pyramid,Kintsugi,Dead,Prophet's Robe,Golden Bandana,None,2.73,0.63,4.25,2.09,2.37,34.52,  ,0,311.3697506232911,1.66%,84
4114,https://d1mx8bduarpf8s.cloudfront.net/Qmc8jPd3hKv88UdYPx1AZfi5Ju3RHyjr7hUY6gTofJJkNU,Skeleton Punk #4114,Space,Afflicted,Cool Glasses,Iced Out Platinum Chain,Blazing Skull,Cigar,1.46,7.90,2.23,1.13,1.17,10.21,  ,0,310.3741764486623,1.68%,85
3866,https://d1mx8bduarpf8s.cloudfront.net/QmWPKNVxBpoNmxC8h43PfiD1Hdkyew9ZSNJMqDFDpDV5i8,Skeleton Punk #3866,Luart,Grey,Gray VR,Spock,Pharaoh Crown,Rose,3.28,17.75,5.53,1.30,0.65,3.99,  ,0,309.47578896735854,1.70%,86
2723,https://d1mx8bduarpf8s.cloudfront.net/QmNzP2CjHKUNsNgPKi3KBUGKVtfMPyGWUdj54SbME1u2kd,Skeleton Punk #2723,Brick Wall,Kintsugi,Blue,Green Ninja,None,Big Golden Earring,4.88,0.63,7.94,1.30,14.91,2.92,  ,0,308.999812928572,1.72%,87
4749,https://d1mx8bduarpf8s.cloudfront.net/QmWmEevhFdbiPuY5jixZcXJvjCckTMrsqsggayHZRDtZm7,Skeleton Punk #4749,Night,Golden,Lava Glasses,Golden Pads,MrFrog,Silver Cross,6.85,1.05,1.76,1.28,1.88,9.74,70  LUNA,7238,308.5244668975989,1.74%,88
395,https://d1mx8bduarpf8s.cloudfront.net/QmZSFvgeywY75oNRv2RY7UZ5NriNkcvt9ZBqYLVYDgcipy,Skeleton Punk #395,Night Blue Planet,Grey,Red Laser,Iced Out Platinum Chain,Green Pompadour,None,1.28,17.75,0.99,1.13,3.22,34.52,  ,0,307.6272328777991,1.76%,89
3211,https://d1mx8bduarpf8s.cloudfront.net/QmcFN66Htau4TLKMCVvEyPdEVRKwRnMrza6fqnYhMYRE6h,Skeleton Punk #3211,Night Blue Planet,Golden,Lava Glasses,Wizard's Robe,Black Pompadour,None,1.28,1.05,1.76,2.13,3.65,34.52,  ,0,307.51262555699407,1.78%,90
1323,https://d1mx8bduarpf8s.cloudfront.net/QmboDAtLKvnZDZJNNxqxQPei3heEHruKPvRS187fKFEsow,Skeleton Punk #1323,Pink Sky,Void,Monocle,Jetpack Suit,Blazing Skull,Silver Earring,6.58,15.38,0.73,1.80,1.17,13.72,  ,0,307.3379049787755,1.80%,91
2873,https://d1mx8bduarpf8s.cloudfront.net/Qmb6rePqRmnfci8pNgGRazyjXFHUUsNQp7Xs3rSCDsKtqj,Skeleton Punk #2873,Sand Temple,Kintsugi,Stoned,Maryjane Shirt,Golden Bandana,Cigar,3.00,0.63,3.04,3.24,2.37,10.21,  ,0,307.3219261237492,1.82%,92
2474,https://d1mx8bduarpf8s.cloudfront.net/QmYEj7kHUmR2ayosof3CoxKKamwrT2Y1tD1PnvVim1NsDV,Skeleton Punk #2474,Frosty Mountains,Kintsugi,Blindfold X,Maryjane Shirt,Cowboy Hat,Cigar,4.30,0.63,1.97,3.24,3.02,10.21,  ,0,305.89041678079957,1.84%,93
2856,https://d1mx8bduarpf8s.cloudfront.net/QmdHuoFNkoTn5nwDiikUj7AqeNsGEVbYxVHGKk5aG3M1Jo,Skeleton Punk #2856,Plaguelands,Demon,Purple VR,Orange Astronaut,Golden Halo,Golden Jaw,1.09,8.27,3.73,2.61,1.07,2.35,  ,0,305.648332910947,1.86%,94
4917,https://d1mx8bduarpf8s.cloudfront.net/QmasEUuiTPmJaPKUjSiWSbECcNzAog63ssW2i1rgjqmiAC,Skeleton Punk #4917,Ozone,Kintsugi,Blue,Witch Pads,Red Pompadour,Golden Earring,3.44,0.63,7.94,1.82,2.74,7.39,  ,0,304.9657030902354,1.88%,95
4588,https://d1mx8bduarpf8s.cloudfront.net/QmcMfwiRdynWdiYcsezUUeWZcsaiuVFi6tbP1gaVjmvmBA,Skeleton Punk #4588,Retro Lightning,Golden,Light Blue Glasses,AI,Emerald Crown,None,1.99,1.05,4.19,2.33,1.13,34.52,100  LUNA,10340,304.22696079760783,1.90%,96
392,https://d1mx8bduarpf8s.cloudfront.net/QmSCxjJ7zHXUi8vvwhZRFZekpdrM2g7ghwvEdN49dK75Fe,Skeleton Punk #392,Night Blue Planet,Icy,Dead,Orange Astronaut,Pharaoh Crown,None,1.28,14.08,4.25,2.61,0.65,34.52,  ,0,303.2787719613169,1.92%,97
612,https://d1mx8bduarpf8s.cloudfront.net/QmdVPRZgKixmcnM1xyGcMMzSU1XptRF7xwkF2AeKsfFvs4,Skeleton Punk #612,Plaguelands,Lavender,Dead,Golden Pads,Golden Bandana,Golden Cigar,1.09,7.50,4.25,1.28,2.37,1.95,85  LUNA,8789,300.2117388935014,1.94%,98
520,https://d1mx8bduarpf8s.cloudfront.net/QmeZjdUeHM1Rv9Zd9kweEZFwpTDtP9j7JzaKCDuXVKJ61E,Skeleton Punk #520,Sunrise,Grey,Monocle,King's Purple Robe,Golden Crown,Big Silver Earring,3.65,17.75,0.73,2.27,1.44,6.04,  ,0,299.8244285408228,1.95%,99
4769,https://d1mx8bduarpf8s.cloudfront.net/QmU2thLUWMehCKd19XercuZTkHjf3o5gtgyAh3zhqjdCw8,Skeleton Punk #4769,Terra Planet,Afflicted,Demon,Hero,Pharaoh Crown,None,5.77,7.90,1.46,2.23,0.65,34.52,  ,0,299.60062810406265,1.97%,100
3630,https://d1mx8bduarpf8s.cloudfront.net/QmdEQj5qquzGiz87cmmMvSVc2V8zzqDa7xA7An5Aar5yTk,Skeleton Punk #3630,Plaguelands,Zombie,Blindfold X,Solar Powered,Blazing Skull,None,1.09,5.61,1.97,2.01,1.17,34.52,  ,0,298.9183056579506,1.99%,101
4757,https://d1mx8bduarpf8s.cloudfront.net/QmajkxGbTVgD9VzvLCGQoQdQixZSYWvBHHSZUUz58iF97E,Skeleton Punk #4757,Red Retro.jpg,Golden,Dead,Golden Suit,Golden Crown,Golden Cross,2.88,1.05,4.25,1.62,1.44,7.17,  ,0,298.8619634880779,2.01%,102
89,https://d1mx8bduarpf8s.cloudfront.net/Qmf4xeVwGHqArToq7hDrTBt6XUFDUhGqd3B9ivHjPiz4tF,Skeleton Punk #89,Lunar Landing,Kintsugi,Black,AI,Golden Bandana,Golden Earring,3.28,0.63,9.46,2.33,2.37,7.39,39  LUNA,4033,297.98341033773744,2.03%,103
1893,https://d1mx8bduarpf8s.cloudfront.net/Qme19ZCExjCX6FntzkjWPGPusTREPTDjdgGcXU42aeF7q1,Skeleton Punk #1893,Night Blue Planet,Cold,Blindfold,Vampire Suit,Golden Leaf Wreath,Golden Earring,1.28,5.00,7.44,0.99,1.40,7.39,30  LUNA,3102,297.4999139409212,2.05%,104
1332,https://d1mx8bduarpf8s.cloudfront.net/QmcngrkcZ5tq19jqLb8gbebkmr8rrvD5nig6tPJgqvEBnu,Skeleton Punk #1332,Sand Temple,Kintsugi,Green,Thorstarter Shirt,Open Skull,None,3.00,0.63,7.74,2.84,1.92,34.52,100  LUNA,10340,294.75403422592467,2.07%,105
3452,https://d1mx8bduarpf8s.cloudfront.net/QmdtvJBo2TPuh4nW2wWCbpPizsRZDM2bVZpW4bchCoqpAD,Skeleton Punk #3452,Plaguelands,Beige,Red Laser,Iced Out Gold Chain,Black Pompadour,Big Silver Earring,1.09,16.63,0.99,1.99,3.65,6.04,  ,0,293.42758549640223,2.09%,106
4616,https://d1mx8bduarpf8s.cloudfront.net/QmZ6xbSUddYxMLdeTrhmjjonYbV4cS2oPnV9kUzwQMUHcP,Skeleton Punk #4616,Wild West,Kintsugi,Robot,Cyber Arm,Black Hair,Golden Earring,5.81,0.63,2.13,3.42,3.61,7.39,  ,0,292.84729308479797,2.11%,107
1785,https://d1mx8bduarpf8s.cloudfront.net/QmZ4xgWgSAA9M2udHSrZGWYdZtLca8m4yykdJPar98rPGZ,Skeleton Punk #1785,Red Retro.jpg,Void,Red Laser,Iced Out Gold Chain,Blazing Skull,Golden Earring,2.88,15.38,0.99,1.99,1.17,7.39,  ,0,291.97480264320717,2.13%,108
73,https://d1mx8bduarpf8s.cloudfront.net/QmQpSdqsCrVAbqCwaaEAw3a6rU12EHC8rzdq8cqMaH1qsM,Skeleton Punk #73,Plaguelands,Lavender,3D Glasses,Vampire Suit,Red Bandana,Golden Earring,1.09,7.50,4.60,0.99,2.03,7.39,33.33  LUNA,3446,291.1181041371611,2.15%,109
4083,https://d1mx8bduarpf8s.cloudfront.net/QmQ7i3xgmBrFJYsR25yw5wuoYaMW4bW1NWvGThbf5nHdVX,Skeleton Punk #4083,New Land,Golden,Lava Glasses,Skelly Tee,Blazing Skull,Cigar,3.38,1.05,1.76,7.78,1.17,10.21,  ,0,290.53835264274363,2.17%,110
286,https://d1mx8bduarpf8s.cloudfront.net/QmQwYAmqkkkWopTFAkAJcxA8e1QC4QkxKNb3Cg47zxhgaN,Skeleton Punk #286,Red Planet,Lavender,Stoned,White Astronaut,Golden Leaf Wreath,Silver Cross,1.44,7.50,3.04,1.11,1.40,9.74,  ,0,287.6036160506661,2.19%,111
866,https://d1mx8bduarpf8s.cloudfront.net/QmNNTxn6xbBzfSVymVcVTSMtHJ55vtQv6jwi69LkMHDfF1,Skeleton Punk #866,Lunar Landing,Cold,Monocle,Toxic,None,Big Golden Earring,3.28,5.00,0.73,1.74,14.91,2.92,  ,0,285.85565476781295,2.21%,112
2893,https://d1mx8bduarpf8s.cloudfront.net/QmVsCE5bfEWEQ8CJUTtgLvKUJkZRoJwpXVEkaaUNUSfXdD,Skeleton Punk #2893,Plaguelands,Beige,Blue,Vampire Suit,Cap,Big Golden Earring,1.09,16.63,7.94,0.99,2.59,2.92,  ,0,284.83669874540766,2.23%,113
431,https://d1mx8bduarpf8s.cloudfront.net/QmagtZpofsh52kCqEhbEtmvscw9vUBjhGMRZau7Dgsq93e,Skeleton Punk #431,Pink Sky,Demon,Hypnotising,Knight,Pharaoh Crown,None,6.58,8.27,2.09,1.90,0.65,34.52,40  LUNA,4136,284.168281593453,2.25%,114
4384,https://d1mx8bduarpf8s.cloudfront.net/QmU7okDfWtgDUe7TXFNHib4cmKL3ekeeDBm5ERomzXJwdf,Skeleton Punk #4384,Night Blue Planet,Afflicted,Dead,Golden Pads,Emerald Crown,None,1.28,7.90,4.25,1.28,1.13,34.52,  ,0,283.7680034222602,2.27%,115
4305,https://d1mx8bduarpf8s.cloudfront.net/QmYnyi5mLyQsZkQjgJkEHuTTYPzGEZaJQLSahuJNYpwj6h,Skeleton Punk #4305,Terra Planet,Icy,Green Laser,Vampire Suit,Blue Bandana,Golden Cigar,5.77,14.08,1.36,0.99,3.00,1.95,28  LUNA,2895,283.5834590181752,2.29%,116
1787,https://d1mx8bduarpf8s.cloudfront.net/QmY1uHPhmJbDtDW6jG4F3ffdJQVd9wAj46NWzTQA2SLZJz,Skeleton Punk #1787,Lunar Landing,Zombie,Monocle,Jetpack Suit,Military Cap,Golden Cross,3.28,5.61,0.73,1.80,3.61,7.17,  ,0,282.47277089577653,2.31%,117
943,https://d1mx8bduarpf8s.cloudfront.net/QmegUA6mkfGPMWpg3svc3NSKXihTernGXyvG4VMvnAtS8w,Skeleton Punk #943,Pink Sky,Demon,Red Laser,Solar Powered,Golden Halo,Cigar,6.58,8.27,0.99,2.01,1.07,10.21,  ,0,281.79293364939,2.33%,118
2062,https://d1mx8bduarpf8s.cloudfront.net/QmPfZEH9mFkcWxuR4bbSNZbwasWrqveyacpnUv4Fh9ifQy,Skeleton Punk #2062,New Land,Zombie,Green Glasses,Green Ninja,Emerald Crown,Golden Jaw,3.38,5.61,3.85,1.30,1.13,2.35,  ,0,281.53825161161313,2.35%,119
4604,https://d1mx8bduarpf8s.cloudfront.net/QmQA8Jacv9iDkGVJqzEuywaRRiXBjr4o3k3EeY5Doz3Mee,Skeleton Punk #4604,Night Blue Planet,Beige,Red Laser,King's Purple Robe,Viking Helmet,Silver Cross,1.28,16.63,0.99,2.27,2.43,9.74,  ,0,280.67926367901134,2.37%,120
255,https://d1mx8bduarpf8s.cloudfront.net/QmToxDEJfJgWqJiHqKgVe2FtihsePtUeGXC2nivjQo21YZ,Skeleton Punk #255,Pink Sky,Demon,Red Laser,Ninja Suit,Emerald Crown,Golden Earring,6.58,8.27,0.99,2.03,1.13,7.39,  ,0,280.12038682034137,2.39%,121
4731,https://d1mx8bduarpf8s.cloudfront.net/QmZHxD4rXqPtkTu4zRvzpTJ4m6cNKGknTXDoi2uGYVMAVy,Skeleton Punk #4731,Barren Night,Afflicted,Demon,Vampire Suit,MrFrog,Golden Cross,3.36,7.90,1.46,0.99,1.88,7.17,  ,0,279.4163441075853,2.41%,122
3423,https://d1mx8bduarpf8s.cloudfront.net/QmfXZYYeWJ5FdAMQXwNyrzJJTXkfR1rgseDHbBunhCfQZp,Skeleton Punk #3423,Sand Temple,Kintsugi,Blindfold,Prisoner Shirt,Green Pompadour,Big Silver Earring,3.00,0.63,7.44,3.77,3.22,6.04,120  LUNA,12409,279.1277434920452,2.43%,123
746,https://d1mx8bduarpf8s.cloudfront.net/Qmd4NjnN8sTG64SmsoFSrFwwsecFKCaZZxtA3iHrGxpdKe,Skeleton Punk #746,Plaguelands,Demon,Holy,Runic Robe,Emerald Crown,Golden Earring,1.09,8.27,2.57,3.12,1.13,7.39,19.4  LUNA,2006,277.5453374074107,2.45%,124
2275,https://d1mx8bduarpf8s.cloudfront.net/QmPoVABWShimF4BdjmfupmxnWGqwZ5SaBVxddpeF8AumDo,Skeleton Punk #2275,Purple Graveyard,Demon,Monocle,Solar Powered,Purple Hair,Golden Earring,4.98,8.27,0.73,2.01,2.21,7.39,  ,0,277.44747330420506,2.47%,125
3053,https://d1mx8bduarpf8s.cloudfront.net/QmYyhKpMe5JAhvxNo9xuRWwpqwo2brfJ7kBNp5CMGH5xSY,Skeleton Punk #3053,Pink Sky,Golden,Demon,Prophet's Robe,Pirate Hat,Golden Earring,6.58,1.05,1.46,2.09,2.73,7.39,  ,0,277.1961534824055,2.49%,126
1168,https://d1mx8bduarpf8s.cloudfront.net/QmfWyKo3QFiSgBC6DVPtTtLtA4x3iQkmvxNt6PQrGjtV18,Skeleton Punk #1168,Frozen Planet,Golden,Robot,Thorstarter Shirt,Golden Leaf Wreath,None,4.17,1.05,2.13,2.84,1.40,34.52,23.69  LUNA,2450,275.8236942004728,2.51%,127
2074,https://d1mx8bduarpf8s.cloudfront.net/QmaPLd3hKxXnxezBW32ZcR332XRyZTQtCw4JtusG9FCwbr,Skeleton Punk #2074,Pyramid,Cold,Stoned,Black Suit,Pharaoh Crown,None,2.73,5.00,3.04,3.36,0.65,34.52,88.88  LUNA,9191,275.7343852539975,2.53%,128
1760,https://d1mx8bduarpf8s.cloudfront.net/Qmf8oEHBB66NfrAo5p1E4H3uJJqejfHsbSj6oAJVYUKUio,Skeleton Punk #1760,Space,Afflicted,Hypnotising,King's Red Robe,Open Skull,Cigar,1.46,7.90,2.09,1.18,1.92,10.21,  ,0,275.26717389156346,2.55%,129
279,https://d1mx8bduarpf8s.cloudfront.net/QmaqkaKBnEDA2w1pTqP3BDwVS84BmdGHQwWQdK9tbNDEpc,Skeleton Punk #279,New Land,Cold,Cool Glasses,Iced Out Platinum Chain,Emerald Crown,None,3.38,5.00,2.23,1.13,1.13,34.52,80  LUNA,8272,275.025240354375,2.57%,130
2921,https://d1mx8bduarpf8s.cloudfront.net/QmNhSs3m6zCC4Za2fbaULMpePZhEEh9J2yJAxLTY2Q8WxR,Skeleton Punk #2921,Space,Cold,Frosty,Golden Pads,Blue Headphones,Silver Earring,1.46,5.00,1.97,1.28,2.01,13.72,  ,0,273.92932477558577,2.59%,131
1499,https://d1mx8bduarpf8s.cloudfront.net/QmcTn2ebAndZe4VquLJnorR4idtezqtweUCn6o8vF4kyny,Skeleton Punk #1499,Space,Void,Green Laser,Toxic,MrFrog,Golden Earring,1.46,15.38,1.36,1.74,1.88,7.39,  ,0,272.7152032840032,2.61%,132
1885,https://d1mx8bduarpf8s.cloudfront.net/QmSD7hr4cvsaMHqsU6Hd6nDu5fiVrZistzXufW4thM8tnS,Skeleton Punk #1885,Ozone,Void,Monocle,Wizard's Robe,Black Pompadour,Rose,3.44,15.38,0.73,2.13,3.65,3.99,  ,0,271.8001237818056,2.63%,133
1704,https://d1mx8bduarpf8s.cloudfront.net/QmRzT1hubDKWrkMkaZNzutRMDVjy4kHpUknXykkk3EfhWg,Skeleton Punk #1704,Frozen Planet,Icy,Red Laser,White Astronaut,Viking Helmet,Silver Earring,4.17,14.08,0.99,1.11,2.43,13.72,  ,0,271.2680183628654,2.65%,134
2303,https://d1mx8bduarpf8s.cloudfront.net/QmcgumTbikwBfA7LF1JEk8D1e7z1BqZHNCVsLrCu7cMDTN,Skeleton Punk #2303,Night Blue Planet,Grey,Green Laser,Witch Pads,None,Golden Cigar,1.28,17.75,1.36,1.82,14.91,1.95,  ,0,269.8342003088625,2.67%,135
849,https://d1mx8bduarpf8s.cloudfront.net/QmQMtKYqJWwVibvkg79Wq7houGXmQ5tMYQSrGj69EX6mYR,Skeleton Punk #849,Plaguelands,Icy,Blindfold,Knight,Golden Halo,Cigar,1.09,14.08,7.44,1.90,1.07,10.21,  ,0,268.93022107139603,2.69%,136
1935,https://d1mx8bduarpf8s.cloudfront.net/QmRZLEQkveGwyd7eAYmJu7vV6A1bFpUBAmHpSZd33RKuV9,Skeleton Punk #1935,Purple Graveyard,Lavender,Monocle,King's Red Robe,None,Silver Earring,4.98,7.50,0.73,1.18,14.91,13.72,  ,0,268.6800344530404,2.71%,137
3859,https://d1mx8bduarpf8s.cloudfront.net/QmQ5QqqYcBG1zaVHvM8xSVrUaQK4sypK9MfeCbrLKEGsob,Skeleton Punk #3859,Terra Planet,Void,Pyrex Vision,Runic Mystery,Golden Crown,Golden Cigar,5.77,15.38,1.42,1.88,1.44,1.95,  ,0,268.00308225839024,2.73%,138
1507,https://d1mx8bduarpf8s.cloudfront.net/QmWbq24nHaGZzAQecN1XA72F6tzgYSspNiwfjdwamk9eYy,Skeleton Punk #1507,Sunrise,Golden,Black,Runic Robe,Blazing Skull,Big Silver Earring,3.65,1.05,9.46,3.12,1.17,6.04,  ,0,267.92232883029766,2.74%,139
3650,https://d1mx8bduarpf8s.cloudfront.net/QmUZWbbHTfMbjJ7NzBRU5WWFZZt2ZBnZqTcfrN4ademiuh,Skeleton Punk #3650,Red Retro.jpg,Golden,Black,Yellow Tracksuit,Golden Crown,Big Golden Earring,2.88,1.05,9.46,4.29,1.44,2.92,  ,0,267.7266111302309,2.76%,140
2291,https://d1mx8bduarpf8s.cloudfront.net/QmQBn3YhgDtjTeR4KjWr9st86dhkRsk67Q6AyP7cDsLXGj,Skeleton Punk #2291,New Land,Icy,Monocle,Iced Out Gold Chain,Green Headphones,Golden Earring,3.38,14.08,0.73,1.99,3.30,7.39,  ,0,267.58335835098023,2.78%,141
2160,https://d1mx8bduarpf8s.cloudfront.net/QmRAD6NLvfuyuYor2XzrvbNZRfwD2b7YQJHD7PKSh2NcxW,Skeleton Punk #2160,Space,Beige,Cool Glasses,Vampire Suit,Police Hat,Golden Earring,1.46,16.63,2.23,0.99,3.02,7.39,40  LUNA,4136,267.17898967349845,2.80%,142
3640,https://d1mx8bduarpf8s.cloudfront.net/QmVH3vgMjquWfn1orCNQjhXXQd35xpw4gxvBhTr98fD3PV,Skeleton Punk #3640,Red Retro.jpg,Afflicted,Light Blue Glasses,Runic Robe,Pharaoh Crown,Silver Cross,2.88,7.90,4.19,3.12,0.65,9.74,  ,0,267.00870759945104,2.82%,143
5014,https://d1mx8bduarpf8s.cloudfront.net/QmPTsqYiWTsDmAAsCRNNSDws4nProKxzK1Z1k1jxqCVQwu,Skeleton Punk #5014,Plaguelands,Lavender,Holy,Lime Tracksuit,Emerald Crown,Golden Earring,1.09,7.50,2.57,5.47,1.13,7.39,  ,0,265.0166898787301,2.84%,144
4042,https://d1mx8bduarpf8s.cloudfront.net/QmfKjDkXfFaNZFUJUoDfVS2exD93ubZP39jQqn9DoJWfRu,Skeleton Punk #4042,Sunrise,Void,Red Laser,Hero,Golden Bandana,Golden Jaw,3.65,15.38,0.99,2.23,2.37,2.35,  ,0,264.7223959622716,2.86%,145
370,https://d1mx8bduarpf8s.cloudfront.net/QmeNS65cikNjbbEQJXoF6eyoDgBHbcanb2CiXK5NbYJ19m,Skeleton Punk #370,Retro Lightning,Golden,Purple VR,Skelly Tee,MrFrog,Rose,1.99,1.05,3.73,7.78,1.88,3.99,79  LUNA,8169,263.70679643311803,2.88%,146
4794,https://d1mx8bduarpf8s.cloudfront.net/QmcGDddmZmyLmmK7emM8hyE8uUSoJ4g1w9Uc1CFGLzwcax,Skeleton Punk #4794,Red Planet,Icy,Frosty,Prophet's Robe,Blazing Skull,None,1.44,14.08,1.97,2.09,1.17,34.52,36  LUNA,3723,263.6133658572851,2.90%,147
2749,https://d1mx8bduarpf8s.cloudfront.net/QmRQc2LsWcwFZDDbcFm6eqAcDs2Yjzy4hukcKZ9vBRcYTq,Skeleton Punk #2749,Ozone,Grey,Purple VR,Runic Robe,Pharaoh Crown,Big Silver Earring,3.44,17.75,3.73,3.12,0.65,6.04,  ,0,263.58422251604134,2.92%,148
1807,https://d1mx8bduarpf8s.cloudfront.net/Qmd7DSUayYuKCtrrEteTZTanFddzkFjBYgRAXGwY3TSRLi,Skeleton Punk #1807,Sunrise,Grey,Monocle,Police Uniform,Red Bandana,Cigar,3.65,17.75,0.73,2.92,2.03,10.21,  ,0,263.0469990569512,2.94%,149
4549,https://d1mx8bduarpf8s.cloudfront.net/Qmar5eRCspyM6tq4pFQWwzJdmCQT1C9UWevPZax4APS1Jr,Skeleton Punk #4549,Red Planet,Zombie,Blue Glasses,Spock,Cap,Big Golden Earring,1.44,5.61,3.81,1.30,2.59,2.92,25  LUNA,2585,263.03916839121075,2.96%,150
2048,https://d1mx8bduarpf8s.cloudfront.net/QmUoqmQepsdSXbcwXp4j7SXFYUMtJov6jbCi93vFrGXsjV,Skeleton Punk #2048,Pyramid,Beige,Cool Glasses,Lime Tracksuit,Pharaoh Crown,None,2.73,16.63,2.23,5.47,0.65,34.52,106  LUNA,10961,262.1572223212447,2.98%,151
5015,https://d1mx8bduarpf8s.cloudfront.net/QmPeK4PHiJRk1DZ2T8bhxsXtPoriPkDhcNJdHVo4CUZsvU,Skeleton Punk #5015,Red Planet,Beige,Green Laser,Prophet's Robe,Green Pompadour,Big Golden Earring,1.44,16.63,1.36,2.09,3.22,2.92,29  LUNA,2999,261.83270492745066,3.00%,152
933,https://d1mx8bduarpf8s.cloudfront.net/QmawMFuZjdrBmvhZFmusro16vrih3T1tohUacZEkezQ5Pe,Skeleton Punk #933,Space,Grey,Cool Glasses,AI,Emerald Crown,Silver Cross,1.46,17.75,2.23,2.33,1.13,9.74,25  LUNA,2585,260.908681971495,3.02%,153
2238,https://d1mx8bduarpf8s.cloudfront.net/QmcffgKbsDMm76SgTE23CuwpiDGbDsbnJf49aCHDjt4TLJ,Skeleton Punk #2238,Space,Beige,Golden Glasses,Vampire Suit,Green Pompadour,Silver Earring,1.46,16.63,2.15,0.99,3.22,13.72,  ,0,260.53921540806385,3.04%,154
487,https://d1mx8bduarpf8s.cloudfront.net/QmeHak3sVgLgN5XJfukaswBdX2JGMQcv9SscoLtMPFN72E,Skeleton Punk #487,Space,Icy,Red Laser,Thorstarter Shirt,Viking Helmet,Silver Earring,1.46,14.08,0.99,2.84,2.43,13.72,  ,0,260.43854603339304,3.06%,155
84,https://d1mx8bduarpf8s.cloudfront.net/QmYGzqocn2VajuW7oXL5jogLcjfjFptnKTbo28ZBX7sGJo,Skeleton Punk #84,Lunar Landing,Afflicted,Golden Glasses,Iced Out Gold Chain,Blazing Skull,Big Golden Earring,3.28,7.90,2.15,1.99,1.17,2.92,70  LUNA,7238,259.81007824489444,3.08%,156
4120,https://d1mx8bduarpf8s.cloudfront.net/QmaPaX3R3TJ7D8GoLt9rLeRtrFTE2gmh9VfurHbxaj19ko,Skeleton Punk #4120,Retro Lightning,Icy,Monocle,Motorcycle Jacket,Blue Bandana,Golden Earring,1.99,14.08,0.73,5.45,3.00,7.39,  ,0,259.3095855304885,3.10%,157
2104,https://d1mx8bduarpf8s.cloudfront.net/QmUodgZNUeAjgFEZScwqXTMGa3Pc5PhNKkXs25krZXpc3X,Skeleton Punk #2104,Plaguelands,Zombie,Blue Glasses,White Astronaut,White Hair,None,1.09,5.61,3.81,1.11,3.36,34.52,  ,0,259.25588705144594,3.12%,158
3361,https://d1mx8bduarpf8s.cloudfront.net/QmUNuXdaeF1JKcEMf9h8CpztoAhU6tKkV5kiNG7kqy5WMi,Skeleton Punk #3361,Lunar Landing,Void,Stoned,Iced Out Platinum Chain,Red Bandana,Golden Cigar,3.28,15.38,3.04,1.13,2.03,1.95,  ,0,259.0484517863885,3.14%,159
4557,https://d1mx8bduarpf8s.cloudfront.net/QmTPWoXQEaeoV2FFRKrCpiJKLJwCWhefi6LK2nUuJ2f631,Skeleton Punk #4557,New Land,Afflicted,Green Glasses,Yellow Tracksuit,Pharaoh Crown,Golden Cross,3.38,7.90,3.85,4.29,0.65,7.17,30.69  LUNA,3173,258.9846300645899,3.16%,160
4184,https://d1mx8bduarpf8s.cloudfront.net/QmUKa5hZUQ9VnCBZJpFG3HMw6qXvNSehZFn32EUvzYMPSx,Skeleton Punk #4184,Frosty Mountains,Golden,Stoned,Maryjane Shirt,Police Hat,Golden Jaw,4.30,1.05,3.04,3.24,3.02,2.35,  ,0,258.19035433751634,3.18%,161
4282,https://d1mx8bduarpf8s.cloudfront.net/QmWFb5D7fike5Bwc9ei7LLACpXSSPeufAXVGuXSkSeBDyQ,Skeleton Punk #4282,Purple Graveyard,Grey,Blindfold X,Green Ninja,MrFrog,Golden Cigar,4.98,17.75,1.97,1.30,1.88,1.95,  ,0,257.55221460466817,3.20%,162
716,https://d1mx8bduarpf8s.cloudfront.net/QmeGuefCw5pFFzSnMtdeYYe8UxBbzvaTqiWKDjBu6srt8P,Skeleton Punk #716,Purple Graveyard,Void,Pyrex Vision,Toxic,Emerald Crown,Golden Cross,4.98,15.38,1.42,1.74,1.13,7.17,35  LUNA,3619,257.2671863088481,3.22%,163
3307,https://d1mx8bduarpf8s.cloudfront.net/QmXxrPyhRS9Pku4u92bdW9Yvod2a4sbz4wqM5wLyiKTwon,Skeleton Punk #3307,New Land,Beige,Hypnotising,Green Ninja,Golden Halo,None,3.38,16.63,2.09,1.30,1.07,34.52,  ,0,256.80394745152756,3.24%,164
3069,https://d1mx8bduarpf8s.cloudfront.net/Qmb7JeKmxaNfFCDetMZNT9PKTXVKEPvhBxkhPEXzLZrNUh,Skeleton Punk #3069,Space,Golden,Blue,Black Suit,Red Pompadour,Golden Cross,1.46,1.05,7.94,3.36,2.74,7.17,  ,0,256.7469203626435,3.26%,165
